Source	Target	Date-Time
124	125	2005-03-27T12:08:29Z
125	125	2005-03-27T12:34:56Z
19	125	2005-03-28T12:44:51Z
124	125	2005-03-30T14:36:36Z
124	125	2005-03-30T14:37:31Z
124	125	2005-03-30T14:43:51Z
125	125	2005-03-30T23:19:56Z
102	125	2005-04-03T19:02:43Z
124	125	2005-04-09T21:36:22Z
125	125	2005-04-10T01:24:45Z
99	125	2005-04-10T21:24:01Z
99	125	2005-04-15T18:50:37Z
99	125	2005-04-17T11:47:16Z
124	125	2005-04-17T23:26:19Z
124	125	2005-04-26T21:14:26Z
102	125	2005-04-27T14:21:59Z
125	125	2005-04-27T14:48:06Z
102	125	2005-05-01T09:26:38Z
102	125	2005-05-01T09:26:57Z
102	125	2005-05-04T23:19:25Z
125	125	2005-05-05T00:21:27Z
102	125	2005-05-05T05:15:04Z
102	125	2005-05-08T09:48:14Z
125	125	2005-05-08T11:15:38Z
102	125	2005-05-12T14:11:09Z
102	125	2005-06-09T21:53:35Z
125	125	2005-06-10T14:30:55Z
125	125	2005-06-15T15:08:46Z
19	125	2005-06-21T18:40:41Z
85	125	2005-07-10T07:00:20Z
102	125	2005-07-10T07:04:04Z
102	125	2005-07-10T07:12:20Z
102	125	2005-07-11T14:19:31Z
125	125	2005-07-11T17:05:43Z
102	125	2005-07-11T21:58:04Z
85	125	2005-07-11T22:25:34Z
125	125	2005-07-11T23:13:08Z
102	125	2005-07-15T21:13:03Z
102	125	2005-07-15T21:40:38Z
125	125	2005-07-15T22:16:38Z
102	125	2005-07-19T15:28:22Z
125	125	2005-07-19T19:27:57Z
102	125	2005-07-25T11:23:57Z
125	125	2005-07-25T11:31:25Z
102	125	2005-07-25T18:11:33Z
102	125	2005-07-26T21:41:24Z
125	125	2005-07-27T09:12:28Z
102	125	2005-07-30T23:25:36Z
124	125	2005-08-10T21:41:29Z
124	125	2005-09-24T23:21:08Z
125	125	2005-09-25T00:55:10Z
102	125	2005-10-03T18:43:22Z
125	125	2005-10-03T20:51:14Z
306	125	2005-11-26T12:05:11Z
125	125	2005-11-28T16:24:44Z
306	125	2005-11-29T12:34:36Z
306	125	2005-11-29T12:37:59Z
125	125	2005-11-29T16:45:19Z
306	125	2005-11-30T05:48:01Z
102	125	2005-12-16T08:58:45Z
102	125	2005-12-21T19:04:57Z
125	125	2005-12-21T19:22:19Z
102	125	2005-12-27T07:33:09Z
125	125	2005-12-27T11:24:27Z
102	125	2005-12-28T20:32:55Z
102	125	2005-12-29T20:07:48Z
125	125	2005-12-29T20:49:50Z
102	125	2005-12-29T22:36:57Z
102	125	2005-12-30T23:24:58Z
125	125	2005-12-31T00:41:55Z
102	125	2006-01-01T21:09:44Z
125	125	2006-01-01T22:20:43Z
102	125	2006-01-01T23:08:27Z
102	125	2006-01-02T07:47:41Z
125	125	2006-01-02T14:38:06Z
102	125	2006-01-02T23:49:31Z
102	125	2006-01-09T22:53:49Z
102	125	2006-01-12T23:10:27Z
125	125	2006-01-14T15:29:36Z
102	125	2006-01-14T22:49:36Z
125	125	2006-01-16T20:22:03Z
102	125	2006-01-18T22:37:51Z
125	125	2006-01-19T18:38:36Z
102	125	2006-01-19T23:18:02Z
102	125	2006-01-26T20:42:17Z
76	125	2006-01-27T23:01:20Z
102	125	2006-01-31T19:46:56Z
125	125	2006-01-31T20:21:56Z
102	125	2006-02-01T16:58:18Z
125	125	2006-02-01T17:29:17Z
125	125	2006-02-01T17:41:31Z
102	125	2006-02-01T20:41:07Z
125	125	2006-02-03T16:28:09Z
102	125	2006-02-09T21:05:45Z
125	125	2006-02-10T17:32:25Z
125	125	2006-02-10T19:39:23Z
102	125	2006-02-10T22:33:17Z
125	125	2006-02-11T16:21:27Z
102	125	2006-02-15T22:23:26Z
125	125	2006-02-20T19:00:13Z
102	125	2006-03-04T21:32:57Z
125	125	2006-03-04T23:41:51Z
102	125	2006-03-17T21:39:08Z
125	125	2006-03-17T22:04:51Z
102	125	2006-03-24T23:08:56Z
102	125	2006-03-25T11:57:28Z
219	125	2006-03-29T19:10:02Z
219	125	2006-03-29T19:10:34Z
219	125	2006-03-29T19:11:51Z
102	125	2006-03-30T22:40:26Z
125	125	2006-03-30T22:42:12Z
102	125	2006-03-31T21:30:03Z
102	125	2006-03-31T21:31:26Z
102	125	2006-03-31T21:32:06Z
125	125	2006-03-31T22:38:29Z
219	125	2006-04-01T13:11:37Z
102	125	2006-04-02T22:28:15Z
125	125	2006-04-03T00:04:05Z
102	125	2006-04-07T21:04:21Z
125	125	2006-04-07T21:11:57Z
102	125	2006-04-07T22:01:51Z
125	125	2006-04-08T00:11:18Z
102	125	2006-04-10T06:36:24Z
102	125	2006-05-07T22:18:49Z
102	125	2006-05-14T21:44:28Z
125	125	2006-05-17T15:46:16Z
102	125	2006-05-17T18:53:51Z
125	125	2006-05-20T17:34:12Z
102	125	2006-06-04T18:23:24Z
124	125	2006-06-10T13:50:41Z
463	125	2006-06-20T14:20:34Z
463	125	2006-06-20T14:52:36Z
125	125	2006-06-28T14:03:04Z
99	125	2006-07-03T18:42:57Z
125	125	2006-07-30T14:58:59Z
99	125	2006-08-03T17:48:17Z
463	125	2006-08-20T23:22:09Z
102	125	2006-09-11T20:29:52Z
125	125	2006-09-11T20:38:37Z
149	125	2006-10-09T11:48:32Z
125	125	2006-10-09T15:52:21Z
551	125	2006-10-13T20:59:32Z
125	125	2006-10-13T21:35:49Z
551	125	2006-10-14T03:20:58Z
551	125	2006-10-14T03:21:27Z
102	125	2006-10-14T18:23:05Z
125	125	2006-10-17T13:53:51Z
125	125	2006-10-20T16:48:40Z
551	125	2006-10-20T20:26:58Z
102	125	2006-10-23T20:25:01Z
102	125	2006-10-27T16:59:12Z
125	125	2006-10-27T18:29:59Z
102	125	2006-10-27T18:47:59Z
102	125	2006-10-27T19:02:20Z
102	125	2006-10-27T19:02:49Z
125	125	2006-10-28T13:08:47Z
125	125	2006-10-28T13:16:23Z
565	125	2006-11-04T16:41:19Z
102	125	2006-11-09T21:19:44Z
554	125	2006-11-10T17:39:37Z
102	125	2006-11-10T22:58:10Z
125	125	2006-11-11T13:18:33Z
421	125	2006-11-16T13:46:21Z
554	125	2006-11-28T19:27:07Z
125	125	2006-11-29T13:58:35Z
554	125	2006-11-29T16:11:23Z
125	125	2006-11-29T16:27:01Z
102	125	2006-12-02T22:59:10Z
125	125	2006-12-04T14:10:59Z
397	125	2006-12-07T14:31:01Z
125	125	2006-12-07T14:41:53Z
397	125	2006-12-07T15:18:57Z
124	125	2006-12-07T15:30:25Z
102	125	2006-12-08T16:27:08Z
587	125	2006-12-19T05:10:32Z
102	125	2007-01-02T20:55:34Z
125	125	2007-01-02T21:03:10Z
382	125	2007-01-04T14:52:40Z
463	125	2007-01-05T13:42:52Z
125	125	2007-01-22T17:29:53Z
420	125	2007-01-25T01:10:33Z
102	125	2007-01-25T09:32:10Z
125	125	2007-01-25T16:27:52Z
463	125	2007-02-06T14:48:14Z
102	125	2007-02-12T21:03:39Z
397	125	2007-02-28T00:04:47Z
125	125	2007-02-28T00:42:13Z
7	125	2007-03-07T10:16:21Z
102	125	2007-03-11T19:48:08Z
125	125	2007-03-12T23:18:53Z
102	125	2007-03-15T21:47:17Z
125	125	2007-03-15T22:23:55Z
102	125	2007-03-15T22:36:18Z
125	125	2007-04-13T12:44:44Z
554	125	2007-04-13T15:13:15Z
653	125	2007-04-13T15:23:29Z
653	125	2007-04-13T16:00:13Z
125	125	2007-04-14T12:04:33Z
653	125	2007-04-14T17:31:27Z
653	125	2007-04-22T11:57:21Z
125	125	2007-04-23T14:07:38Z
653	125	2007-05-02T14:07:22Z
125	125	2007-05-08T17:07:00Z
125	125	2007-05-08T17:08:57Z
653	125	2007-05-09T16:12:25Z
284	125	2007-05-10T15:20:18Z
125	125	2007-05-10T16:10:08Z
284	125	2007-05-10T16:55:48Z
125	125	2007-05-10T17:10:10Z
284	125	2007-05-10T17:44:24Z
653	125	2007-05-11T18:01:38Z
421	125	2007-05-15T09:47:15Z
653	125	2007-05-15T22:28:57Z
102	125	2007-05-16T18:21:28Z
653	125	2007-05-23T11:18:32Z
284	125	2007-05-25T09:20:04Z
125	125	2007-05-25T21:44:20Z
125	125	2007-05-25T22:06:44Z
284	125	2007-05-25T23:11:01Z
125	125	2007-05-25T23:31:38Z
284	125	2007-05-26T23:12:13Z
653	125	2007-05-30T18:10:48Z
125	125	2007-05-31T13:35:44Z
653	125	2007-05-31T15:28:32Z
125	125	2007-05-31T15:36:55Z
397	125	2007-05-31T15:39:56Z
125	125	2007-05-31T16:09:29Z
397	125	2007-05-31T16:23:01Z
397	125	2007-05-31T19:58:30Z
284	125	2007-05-31T21:13:22Z
653	125	2007-05-31T23:02:23Z
518	125	2007-06-17T12:39:32Z
125	125	2007-06-18T13:19:14Z
125	125	2007-06-18T13:34:52Z
125	125	2007-06-20T13:10:57Z
102	125	2007-06-26T20:52:02Z
125	125	2007-06-27T11:52:26Z
554	125	2007-06-29T17:46:44Z
125	125	2007-06-29T17:54:36Z
653	125	2007-07-08T01:38:35Z
653	125	2007-07-08T01:42:38Z
125	125	2007-07-09T12:54:31Z
102	125	2007-07-10T21:51:29Z
45	125	2007-07-10T23:10:19Z
125	125	2007-07-11T12:43:19Z
653	125	2007-07-13T16:26:23Z
534	125	2007-08-28T13:40:40Z
102	125	2007-09-13T06:52:29Z
125	125	2007-09-13T09:52:20Z
650	125	2007-09-13T20:29:53Z
125	125	2007-09-13T20:55:56Z
650	125	2007-09-14T18:12:27Z
125	125	2007-09-17T16:35:45Z
102	125	2007-09-18T21:06:08Z
125	125	2007-09-18T21:15:28Z
124	125	2007-09-23T16:17:36Z
262	125	2007-09-24T13:18:18Z
653	125	2007-09-25T15:28:53Z
650	125	2007-09-26T20:13:15Z
262	125	2007-10-01T15:39:55Z
125	125	2007-10-02T17:22:05Z
102	125	2007-10-05T22:06:48Z
125	125	2007-10-06T10:33:07Z
102	125	2007-10-06T11:26:38Z
102	125	2007-10-11T08:07:16Z
125	125	2007-10-11T08:29:19Z
421	125	2007-10-11T12:22:52Z
125	125	2007-10-11T18:04:38Z
125	125	2007-10-11T20:28:39Z
125	125	2007-10-11T21:18:58Z
650	125	2007-10-14T21:08:34Z
125	125	2007-10-14T21:24:41Z
125	125	2007-10-14T21:33:37Z
125	125	2007-10-16T02:10:25Z
653	125	2007-10-17T16:41:47Z
421	125	2007-10-17T22:48:51Z
653	125	2007-10-18T09:04:56Z
653	125	2007-10-18T09:09:02Z
125	125	2007-10-18T10:54:46Z
653	125	2007-10-18T15:47:38Z
125	125	2007-10-18T16:34:19Z
653	125	2007-10-18T17:19:48Z
125	125	2007-10-18T17:50:17Z
653	125	2007-10-18T19:35:59Z
787	125	2007-11-15T20:54:57Z
787	125	2007-11-15T21:15:36Z
125	125	2007-11-15T22:58:33Z
787	125	2007-11-16T18:09:45Z
125	125	2007-11-16T19:08:05Z
787	125	2007-11-16T20:22:32Z
789	125	2007-11-18T14:57:56Z
125	125	2007-11-18T16:24:02Z
789	125	2007-11-18T18:56:24Z
787	125	2007-11-18T22:21:47Z
125	125	2007-11-18T22:55:01Z
99	125	2007-12-17T09:53:06Z
125	125	2007-12-17T17:55:52Z
554	125	2007-12-22T07:29:09Z
125	125	2007-12-22T11:35:19Z
653	125	2007-12-22T19:05:37Z
125	125	2007-12-22T22:50:26Z
554	125	2007-12-23T08:49:27Z
653	125	2007-12-23T13:32:08Z
650	125	2007-12-25T22:51:51Z
650	125	2007-12-25T22:56:09Z
125	125	2007-12-27T13:43:36Z
284	125	2008-01-06T01:29:50Z
653	125	2008-01-10T23:20:55Z
554	125	2008-01-12T08:23:12Z
824	125	2008-01-12T20:39:45Z
125	125	2008-01-12T21:54:46Z
125	125	2008-01-18T11:51:52Z
125	125	2008-01-18T12:12:21Z
125	125	2008-01-18T12:28:49Z
769	125	2008-01-23T09:24:15Z
827	125	2008-01-23T09:40:01Z
125	125	2008-01-23T12:21:30Z
125	125	2008-01-23T12:36:07Z
284	125	2008-01-24T16:34:33Z
125	125	2008-01-24T17:11:31Z
834	125	2008-01-24T19:27:36Z
125	125	2008-01-24T19:34:36Z
125	125	2008-01-30T14:22:35Z
125	125	2008-01-30T14:27:25Z
99	125	2008-02-07T15:48:24Z
554	125	2008-02-16T08:10:30Z
554	125	2008-02-16T08:11:31Z
554	125	2008-02-16T08:12:23Z
125	125	2008-02-16T09:27:50Z
554	125	2008-02-16T10:28:12Z
852	125	2008-02-16T17:32:32Z
852	125	2008-02-16T17:36:07Z
852	125	2008-02-16T17:37:09Z
852	125	2008-02-16T17:41:42Z
125	125	2008-02-16T22:20:08Z
852	125	2008-02-22T22:01:45Z
125	125	2008-02-22T23:06:12Z
874	125	2008-03-08T20:32:01Z
874	125	2008-03-08T20:42:56Z
125	125	2008-03-14T14:47:47Z
397	125	2008-03-19T21:24:22Z
878	125	2008-03-22T15:58:00Z
125	125	2008-04-01T19:55:48Z
102	125	2008-04-02T18:12:45Z
125	125	2008-04-02T18:46:15Z
125	125	2008-04-02T18:50:43Z
397	125	2008-04-02T19:17:39Z
554	125	2008-04-06T18:38:45Z
554	125	2008-04-06T18:39:35Z
125	125	2008-04-06T19:29:14Z
397	125	2008-04-06T19:36:54Z
554	125	2008-04-07T04:20:15Z
319	125	2008-04-08T15:41:24Z
125	125	2008-04-08T15:57:58Z
319	125	2008-04-08T16:19:30Z
125	125	2008-04-08T17:38:43Z
319	125	2008-04-08T18:11:11Z
397	125	2008-04-28T13:34:02Z
125	125	2008-04-28T14:22:09Z
125	125	2008-04-28T14:35:54Z
397	125	2008-04-28T14:52:26Z
125	125	2008-04-28T15:43:18Z
397	125	2008-04-28T15:53:31Z
125	125	2008-04-28T16:17:37Z
397	125	2008-04-28T16:39:08Z
952	125	2008-05-08T13:56:30Z
125	125	2008-05-08T14:56:10Z
952	125	2008-05-08T16:44:50Z
125	125	2008-05-08T17:07:41Z
952	125	2008-05-08T17:10:12Z
952	125	2008-05-08T17:10:49Z
952	125	2008-05-08T17:39:42Z
397	125	2008-05-08T18:03:45Z
952	125	2008-05-08T18:08:51Z
952	125	2008-05-08T18:11:25Z
125	125	2008-05-08T19:01:49Z
952	125	2008-05-09T14:11:03Z
952	125	2008-05-09T14:11:50Z
952	125	2008-05-09T14:12:40Z
125	125	2008-05-09T19:42:06Z
952	125	2008-05-10T19:25:50Z
125	125	2008-05-12T22:17:32Z
956	125	2008-05-15T11:47:11Z
952	125	2008-05-24T13:50:26Z
952	125	2008-05-24T13:53:27Z
125	125	2008-05-24T14:19:32Z
952	125	2008-05-24T14:52:27Z
952	125	2008-05-24T15:16:23Z
125	125	2008-05-24T15:27:00Z
125	125	2008-05-24T15:31:55Z
952	125	2008-05-24T15:55:43Z
952	125	2008-05-24T18:08:25Z
952	125	2008-05-24T18:08:49Z
963	125	2008-05-25T17:48:45Z
125	125	2008-05-25T18:19:06Z
963	125	2008-05-25T20:54:31Z
125	125	2008-05-25T21:37:06Z
102	125	2008-05-25T22:27:22Z
125	125	2008-05-25T22:49:03Z
209	125	2008-05-27T18:38:59Z
125	125	2008-05-27T18:54:07Z
209	125	2008-05-27T19:17:02Z
397	125	2008-05-27T19:43:50Z
125	125	2008-05-27T19:56:12Z
125	125	2008-05-27T19:57:44Z
125	125	2008-05-27T19:59:31Z
397	125	2008-05-27T20:00:04Z
397	125	2008-05-27T20:00:22Z
125	125	2008-05-27T22:16:10Z
209	125	2008-05-28T07:58:09Z
209	125	2008-05-28T08:40:57Z
125	125	2008-05-28T11:32:02Z
125	125	2008-05-28T11:38:44Z
952	125	2008-05-29T16:09:29Z
125	125	2008-05-29T16:11:32Z
952	125	2008-05-29T16:24:57Z
952	125	2008-05-29T16:25:19Z
125	125	2008-05-29T16:26:46Z
952	125	2008-05-29T16:27:29Z
952	125	2008-05-29T16:27:45Z
952	125	2008-05-30T13:01:16Z
125	125	2008-05-30T21:13:43Z
125	125	2008-06-01T20:58:08Z
824	125	2008-06-03T09:11:40Z
952	125	2008-06-04T18:09:42Z
787	125	2008-06-05T21:04:57Z
787	125	2008-06-09T19:55:25Z
125	125	2008-06-09T20:02:21Z
787	125	2008-06-09T20:14:06Z
284	125	2008-06-13T22:18:19Z
397	125	2008-06-16T16:01:56Z
397	125	2008-06-16T16:02:10Z
125	125	2008-06-16T16:13:40Z
397	125	2008-06-16T16:34:34Z
397	125	2008-06-17T06:53:44Z
125	125	2008-06-17T11:23:56Z
397	125	2008-06-17T11:46:37Z
397	125	2008-06-17T11:53:49Z
125	125	2008-06-17T12:05:50Z
397	125	2008-06-17T12:32:22Z
125	125	2008-06-17T13:40:24Z
125	125	2008-06-17T13:43:03Z
397	125	2008-06-17T15:18:44Z
554	125	2008-06-24T18:21:27Z
125	125	2008-06-24T18:59:11Z
219	125	2008-07-08T20:32:40Z
219	125	2008-07-08T20:33:12Z
219	125	2008-07-08T20:35:59Z
125	125	2008-07-08T21:01:50Z
125	125	2008-07-08T21:16:33Z
209	125	2008-07-08T21:44:51Z
219	125	2008-07-08T22:00:45Z
125	125	2008-07-08T22:23:22Z
219	125	2008-07-09T11:18:49Z
219	125	2008-07-09T12:13:19Z
219	125	2008-07-09T12:20:27Z
125	125	2008-07-09T15:04:52Z
219	125	2008-07-09T21:05:46Z
125	125	2008-07-09T21:12:21Z
219	125	2008-07-09T21:13:34Z
219	125	2008-07-09T21:21:42Z
874	125	2008-07-11T10:51:48Z
554	125	2008-07-11T11:21:54Z
397	125	2008-07-13T17:01:59Z
125	125	2008-07-15T19:21:38Z
125	125	2008-07-15T19:29:04Z
219	125	2008-08-03T20:27:04Z
219	125	2008-08-03T20:28:59Z
874	125	2008-08-13T15:47:27Z
125	125	2008-08-13T22:40:21Z
102	125	2008-08-15T18:25:22Z
125	125	2008-08-15T19:47:27Z
219	125	2008-08-20T09:18:16Z
284	125	2008-09-05T08:21:47Z
1871	125	2008-09-06T17:25:37Z
1871	125	2008-09-07T20:22:07Z
554	125	2008-09-08T04:21:14Z
554	125	2008-09-08T04:21:46Z
1942	125	2008-09-15T20:55:17Z
1942	125	2008-09-16T18:22:04Z
1942	125	2008-09-16T18:22:28Z
102	125	2008-09-26T18:37:42Z
3	125	2008-09-27T20:16:34Z
102	125	2008-09-27T21:53:25Z
125	125	2008-09-27T22:11:21Z
284	125	2008-10-01T12:35:33Z
284	125	2008-10-01T12:40:18Z
2143	125	2008-10-15T20:18:19Z
554	125	2008-10-29T07:39:48Z
125	125	2008-10-29T15:06:54Z
