Source	Target	Date-Time
130	56	2006-11-09T13:50:17Z
130	56	2006-11-09T13:50:39Z
130	56	2006-11-09T13:57:48Z
130	56	2006-11-10T18:35:49Z
130	56	2006-11-10T18:36:22Z
207	56	2006-11-11T13:38:09Z
229	56	2006-11-13T15:36:28Z
130	56	2006-11-16T01:13:49Z
239	56	2006-12-08T12:51:30Z
207	56	2006-12-30T23:06:27Z
207	56	2006-12-31T07:59:28Z
239	56	2007-01-02T20:22:40Z
153	56	2007-01-04T03:50:30Z
130	56	2007-01-09T21:13:58Z
130	56	2007-01-24T21:45:21Z
128	56	2007-03-18T09:51:10Z
207	56	2007-05-13T12:43:01Z
207	56	2007-05-16T08:08:52Z
207	56	2007-05-16T08:09:15Z
279	56	2007-05-16T20:20:26Z
207	56	2007-05-27T12:51:04Z
130	56	2007-05-31T16:17:09Z
128	56	2007-07-02T11:41:39Z
207	56	2007-07-11T11:01:20Z
207	56	2007-07-11T12:04:14Z
207	56	2007-07-14T02:37:32Z
128	56	2007-07-14T11:34:05Z
279	56	2007-07-14T12:00:33Z
279	56	2007-07-14T12:00:52Z
398	56	2007-07-14T16:59:42Z
213	56	2007-07-15T01:39:56Z
398	56	2007-07-19T00:30:54Z
398	56	2007-07-19T01:04:01Z
398	56	2007-07-19T01:14:40Z
56	56	2007-07-19T01:52:56Z
128	56	2007-07-21T10:01:16Z
128	56	2007-07-21T10:10:30Z
183	56	2007-07-24T22:11:08Z
183	56	2007-07-25T11:32:27Z
239	56	2007-08-03T13:59:21Z
357	56	2007-09-21T13:53:08Z
239	56	2007-10-01T11:38:02Z
239	56	2007-10-01T11:38:59Z
130	56	2007-11-13T21:18:51Z
130	56	2007-11-15T23:32:31Z
56	56	2007-12-03T20:32:14Z
56	56	2007-12-03T20:32:51Z
239	56	2007-12-30T18:51:17Z
128	56	2007-12-30T22:36:46Z
528	56	2008-01-05T22:18:02Z
585	56	2008-03-20T16:25:48Z
585	56	2008-03-20T16:44:54Z
585	56	2008-03-20T16:47:14Z
585	56	2008-03-20T16:48:18Z
403	56	2008-05-17T13:26:04Z
128	56	2008-07-31T17:25:56Z
130	56	2008-08-26T06:52:34Z
130	56	2008-08-31T12:38:28Z
130	56	2008-08-31T12:39:15Z
128	56	2008-09-13T09:30:52Z
128	56	2008-09-22T15:59:29Z
130	56	2008-11-12T18:50:33Z
130	56	2008-11-12T18:51:12Z
130	56	2008-12-12T14:10:18Z
130	56	2008-12-20T18:48:25Z
130	56	2008-12-23T17:47:37Z
128	56	2008-12-31T12:58:53Z
403	56	2009-04-04T07:37:11Z
130	56	2010-02-05T11:47:27Z
279	56	2010-06-06T08:45:31Z
279	56	2010-06-06T08:45:51Z
183	56	2010-09-01T15:38:08Z
183	56	2010-09-01T15:38:18Z
239	56	2010-12-24T08:41:56Z
239	56	2010-12-24T08:42:13Z
239	56	2010-12-24T08:42:27Z
128	56	2010-12-24T11:43:45Z
6818	56	2012-05-05T09:42:21Z
239	56	2012-05-06T17:22:53Z
10955	56	2012-12-17T16:46:29Z
13657	56	2013-01-11T10:38:06Z
12559	56	2013-01-15T07:37:28Z
13060	56	2013-04-29T02:10:04Z
11909	56	2013-07-14T19:19:39Z
52	52	2005-03-16T14:43:28Z
130	52	2008-02-01T17:16:51Z
130	52	2008-02-05T19:59:45Z
52	52	2015-08-27T02:24:55Z
52	52	2015-09-28T21:59:09Z
69	69	2005-03-22T08:17:01Z
56	69	2005-04-02T10:52:07Z
79	69	2005-05-24T23:09:24Z
4	69	2005-09-08T10:22:05Z
130	69	2005-12-21T19:22:21Z
130	69	2006-04-13T08:56:01Z
56	69	2006-05-24T17:41:39Z
56	69	2006-06-01T16:42:53Z
56	69	2006-06-01T16:44:38Z
56	69	2006-06-01T16:45:50Z
128	69	2006-06-21T09:04:20Z
128	69	2006-06-21T09:05:15Z
128	69	2006-07-06T09:22:20Z
128	69	2006-07-12T13:39:41Z
130	69	2006-09-28T13:30:20Z
94	69	2006-10-16T17:08:58Z
94	69	2006-10-17T12:21:07Z
94	69	2006-10-17T20:15:16Z
56	69	2006-10-19T12:05:39Z
130	69	2006-10-19T13:18:47Z
56	69	2006-10-19T13:34:34Z
56	69	2006-10-19T14:34:12Z
84	69	2006-10-26T08:10:21Z
94	69	2006-11-27T21:22:10Z
94	69	2006-12-24T10:24:11Z
207	69	2007-05-12T15:56:49Z
207	69	2007-05-12T16:03:57Z
279	69	2011-04-06T21:26:42Z
279	69	2014-07-30T14:33:35Z
279	69	2014-07-30T15:47:13Z
104	69	2014-07-31T19:16:15Z
104	69	2014-08-01T16:04:25Z
104	69	2014-08-01T16:10:02Z
104	69	2014-08-02T10:37:49Z
104	69	2014-08-02T10:38:26Z
473	69	2015-02-12T17:57:20Z
69	66	2005-04-15T06:48:00Z
69	66	2005-04-15T10:52:57Z
66	66	2005-04-15T20:08:50Z
130	66	2006-08-24T20:33:44Z
403	66	2009-02-25T19:47:57Z
403	66	2010-01-10T18:20:27Z
79	28	2005-05-10T20:27:49Z
79	28	2005-05-10T20:32:45Z
79	87	2005-05-26T11:02:36Z
18686	87	2015-03-18T04:23:28Z
22848	87	2015-04-18T21:35:17Z
18686	87	2015-04-19T10:09:30Z
88	88	2005-06-01T12:03:23Z
88	88	2006-06-08T15:16:52Z
130	88	2006-09-20T22:10:43Z
130	88	2007-04-23T21:15:43Z
128	88	2012-01-27T09:46:31Z
4	90	2005-06-15T05:55:57Z
130	90	2007-05-22T20:55:36Z
128	90	2007-08-29T13:38:39Z
128	90	2007-08-29T14:05:15Z
279	90	2010-06-06T08:47:19Z
279	90	2010-07-17T08:14:22Z
279	90	2011-04-06T21:14:59Z
279	90	2012-01-26T13:39:34Z
128	90	2012-02-03T10:52:52Z
90	90	2012-02-03T11:00:59Z
90	90	2012-02-15T18:52:01Z
128	90	2012-02-17T11:29:54Z
128	90	2012-02-17T11:49:23Z
239	90	2012-12-20T12:51:59Z
279	90	2013-03-29T15:19:35Z
130	90	2014-05-25T11:02:58Z
21362	90	2015-04-23T09:22:51Z
239	90	2015-06-05T18:07:15Z
239	90	2015-06-05T18:07:46Z
112	112	2005-10-07T16:06:31Z
113	113	2006-01-17T23:31:36Z
113	113	2006-05-16T14:52:24Z
113	113	2006-05-31T09:39:36Z
113	113	2006-05-31T09:39:54Z
113	113	2007-04-26T21:46:05Z
130	113	2007-04-26T21:55:40Z
118	118	2005-10-27T18:38:44Z
103	103	2005-10-28T12:18:47Z
18686	103	2015-03-18T04:23:02Z
22848	103	2015-04-18T21:35:11Z
18686	103	2015-04-19T10:09:24Z
129	125	2005-12-04T11:09:47Z
129	125	2005-12-04T11:10:45Z
56	125	2006-05-29T22:22:34Z
56	125	2006-05-29T22:23:28Z
56	125	2006-11-07T23:32:26Z
71	71	2005-12-06T15:27:43Z
79	129	2005-12-14T08:14:36Z
125	129	2005-12-14T22:45:07Z
4	129	2005-12-18T13:01:54Z
79	129	2006-01-06T14:54:00Z
130	129	2006-04-05T21:53:03Z
130	129	2006-04-06T20:34:13Z
130	129	2006-04-06T20:50:24Z
207	129	2006-11-28T22:35:14Z
207	129	2006-11-28T22:41:16Z
207	129	2006-11-30T10:38:26Z
207	129	2006-11-30T10:40:18Z
269	129	2006-12-19T21:13:17Z
207	129	2007-04-11T09:30:33Z
207	129	2007-04-11T09:32:13Z
207	129	2007-04-11T09:41:30Z
555	129	2008-02-25T09:52:12Z
555	129	2008-02-25T09:52:32Z
555	129	2008-02-25T09:54:21Z
104	129	2008-07-19T13:20:40Z
129	129	2008-07-21T23:09:20Z
279	129	2008-07-27T16:14:01Z
128	129	2012-01-16T07:45:14Z
128	130	2005-12-16T14:05:03Z
128	130	2005-12-17T11:27:14Z
128	130	2005-12-20T17:17:31Z
128	130	2005-12-20T19:40:58Z
69	130	2005-12-20T23:48:17Z
69	130	2005-12-22T14:30:13Z
128	130	2005-12-29T00:25:31Z
128	130	2005-12-29T17:43:38Z
56	130	2006-01-06T13:18:51Z
128	130	2006-01-07T19:57:14Z
7	130	2006-01-08T11:13:13Z
79	130	2006-01-09T16:59:00Z
79	130	2006-01-09T21:17:13Z
79	130	2006-01-10T21:12:51Z
79	130	2006-01-10T21:22:08Z
79	130	2006-01-10T21:39:21Z
79	130	2006-01-10T21:55:44Z
79	130	2006-01-12T15:55:10Z
113	130	2006-01-17T23:31:18Z
79	130	2006-01-18T20:52:55Z
79	130	2006-01-26T12:39:47Z
94	130	2006-02-05T09:12:21Z
128	130	2006-02-08T23:26:12Z
94	130	2006-02-12T17:50:28Z
153	130	2006-02-13T04:51:59Z
79	130	2006-02-13T08:44:07Z
158	130	2006-02-21T22:06:57Z
128	130	2006-02-22T11:55:55Z
128	130	2006-02-22T23:36:25Z
128	130	2006-02-26T22:56:37Z
128	130	2006-02-26T23:04:07Z
79	130	2006-02-28T18:01:43Z
79	130	2006-02-28T18:03:11Z
128	130	2006-03-03T19:42:49Z
56	130	2006-03-06T11:48:17Z
56	130	2006-03-06T12:01:18Z
56	130	2006-03-07T02:04:35Z
94	130	2006-03-13T16:17:00Z
94	130	2006-03-14T18:00:56Z
56	130	2006-03-16T17:59:19Z
128	130	2006-03-16T18:53:14Z
128	130	2006-03-16T19:03:17Z
56	130	2006-03-19T23:12:24Z
56	130	2006-03-19T23:14:00Z
56	130	2006-03-19T23:15:56Z
56	130	2006-03-25T21:23:16Z
4	130	2006-03-26T14:09:21Z
128	130	2006-03-27T21:22:19Z
169	130	2006-03-29T18:24:55Z
169	130	2006-03-29T18:28:43Z
169	130	2006-03-30T22:32:05Z
128	130	2006-04-03T22:23:34Z
128	130	2006-04-04T10:50:04Z
128	130	2006-04-04T11:33:53Z
128	130	2006-04-05T21:13:14Z
129	130	2006-04-06T20:16:29Z
129	130	2006-04-06T20:41:19Z
130	130	2006-04-06T20:52:15Z
130	130	2006-04-06T20:52:48Z
130	130	2006-04-13T08:18:33Z
130	130	2006-04-13T08:19:27Z
145	130	2006-04-13T17:07:13Z
169	130	2006-04-17T17:14:46Z
56	130	2006-04-25T19:24:15Z
128	130	2006-04-27T23:44:06Z
94	130	2006-04-29T08:19:07Z
84	130	2006-04-29T09:21:23Z
130	130	2006-05-01T16:56:28Z
130	130	2006-05-01T16:56:48Z
128	130	2006-05-01T17:43:56Z
128	130	2006-05-01T17:57:42Z
56	130	2006-05-04T10:34:49Z
84	130	2006-05-04T14:59:24Z
84	130	2006-05-05T11:46:08Z
84	130	2006-05-05T11:46:53Z
84	130	2006-05-05T11:47:57Z
128	130	2006-05-05T12:29:03Z
128	130	2006-05-05T14:03:10Z
128	130	2006-05-05T18:30:00Z
128	130	2006-05-06T16:36:03Z
128	130	2006-05-06T23:25:23Z
169	130	2006-05-09T16:36:59Z
169	130	2006-05-09T16:55:13Z
52	130	2006-05-10T19:06:46Z
128	130	2006-05-13T18:29:17Z
128	130	2006-05-16T10:42:25Z
128	130	2006-05-16T14:32:13Z
113	130	2006-05-16T15:41:23Z
128	130	2006-05-19T23:23:42Z
113	130	2006-05-20T12:41:09Z
56	130	2006-05-22T22:07:03Z
56	130	2006-05-23T14:21:35Z
128	130	2006-05-24T13:00:39Z
84	130	2006-05-25T17:06:17Z
56	130	2006-05-27T19:22:11Z
128	130	2006-06-02T09:21:53Z
56	130	2006-06-04T23:32:51Z
56	130	2006-06-10T12:14:09Z
56	130	2006-06-14T19:55:36Z
56	130	2006-06-14T20:47:46Z
56	130	2006-06-16T23:33:34Z
128	130	2006-06-17T16:21:58Z
128	130	2006-06-18T10:48:04Z
128	130	2006-06-18T11:17:38Z
128	130	2006-06-18T11:36:40Z
128	130	2006-06-18T18:26:35Z
56	130	2006-06-21T06:36:29Z
84	130	2006-06-22T17:48:08Z
84	130	2006-06-22T20:44:58Z
128	130	2006-06-22T20:48:42Z
89	130	2006-06-24T02:02:57Z
128	130	2006-06-25T23:06:59Z
128	130	2006-06-26T17:48:37Z
70	130	2006-06-28T20:57:09Z
70	130	2006-06-28T20:58:19Z
128	130	2006-06-30T18:39:45Z
169	130	2006-07-04T22:34:01Z
128	130	2006-07-12T14:43:18Z
128	130	2006-07-13T22:52:37Z
208	130	2006-07-18T20:52:26Z
2	130	2006-07-24T06:41:47Z
128	130	2006-07-25T14:46:33Z
128	130	2006-07-27T10:36:58Z
128	130	2006-07-31T18:07:16Z
128	130	2006-07-31T22:28:34Z
128	130	2006-08-04T10:33:34Z
71	130	2006-08-14T21:59:03Z
94	130	2006-08-18T10:17:49Z
71	130	2006-08-19T09:37:14Z
167	130	2006-08-19T11:31:57Z
71	130	2006-08-25T03:58:34Z
89	130	2006-08-25T05:22:13Z
94	130	2006-08-27T13:57:25Z
56	130	2006-08-27T23:26:33Z
94	130	2006-08-29T18:21:09Z
56	130	2006-09-04T23:24:25Z
56	130	2006-09-04T23:24:59Z
56	130	2006-09-04T23:26:31Z
101	130	2006-09-05T08:51:16Z
101	130	2006-09-05T08:51:35Z
101	130	2006-09-05T08:52:21Z
101	130	2006-09-05T08:53:10Z
101	130	2006-09-05T08:58:42Z
101	130	2006-09-06T12:39:05Z
237	130	2006-09-06T14:20:05Z
130	130	2006-09-06T21:46:52Z
101	130	2006-09-07T16:08:12Z
56	130	2006-09-07T21:17:15Z
56	130	2006-09-07T21:19:13Z
56	130	2006-09-07T22:33:05Z
56	130	2006-09-08T23:45:12Z
203	130	2006-09-16T03:52:36Z
94	130	2006-09-17T09:12:17Z
94	130	2006-09-18T12:06:55Z
94	130	2006-09-18T12:07:55Z
169	130	2006-09-19T09:28:03Z
239	130	2006-09-19T10:46:18Z
239	130	2006-09-19T20:27:55Z
241	130	2006-09-20T06:24:58Z
241	130	2006-09-20T06:27:05Z
241	130	2006-09-20T06:28:49Z
241	130	2006-09-20T06:40:51Z
241	130	2006-09-20T06:41:12Z
241	130	2006-09-20T06:42:38Z
241	130	2006-09-20T06:43:10Z
169	130	2006-09-22T13:17:17Z
56	130	2006-09-23T19:16:28Z
94	130	2006-09-25T18:44:47Z
130	130	2006-09-25T20:34:14Z
130	130	2006-09-25T20:37:01Z
94	130	2006-09-26T17:05:41Z
94	130	2006-09-27T15:24:58Z
241	130	2006-09-28T10:51:43Z
241	130	2006-09-28T14:32:11Z
241	130	2006-09-28T14:34:38Z
69	130	2006-09-28T15:02:45Z
56	130	2006-09-30T23:13:26Z
56	130	2006-10-01T00:21:22Z
130	130	2006-10-01T07:27:13Z
181	130	2006-10-01T10:32:57Z
130	130	2006-10-01T10:59:04Z
130	130	2006-10-01T10:59:27Z
56	130	2006-10-02T17:58:53Z
56	130	2006-10-02T18:11:02Z
56	130	2006-10-02T18:37:05Z
207	130	2006-10-02T20:06:02Z
56	130	2006-10-02T22:57:59Z
207	130	2006-10-02T23:38:17Z
207	130	2006-10-02T23:38:38Z
207	130	2006-10-03T16:15:12Z
207	130	2006-10-03T16:15:36Z
207	130	2006-10-03T16:16:09Z
128	130	2006-10-04T18:04:09Z
56	130	2006-10-06T11:30:10Z
207	130	2006-10-06T22:53:39Z
207	130	2006-10-06T22:54:21Z
153	130	2006-10-07T23:50:36Z
56	130	2006-10-08T21:18:13Z
56	130	2006-10-08T21:18:43Z
56	130	2006-10-12T11:17:53Z
153	130	2006-10-12T12:58:27Z
153	130	2006-10-12T12:58:50Z
153	130	2006-10-12T14:07:44Z
69	130	2006-10-13T00:49:32Z
239	130	2006-10-14T20:51:34Z
56	130	2006-10-15T00:12:25Z
56	130	2006-10-15T00:14:49Z
113	130	2006-10-15T22:33:26Z
56	130	2006-10-19T14:35:37Z
69	130	2006-10-24T23:56:59Z
128	130	2006-10-29T20:08:38Z
56	130	2006-10-31T00:31:46Z
56	130	2006-10-31T19:01:36Z
94	130	2006-11-01T17:37:32Z
84	130	2006-11-01T19:37:34Z
84	130	2006-11-01T21:17:39Z
207	130	2006-11-02T10:02:48Z
207	130	2006-11-02T10:03:06Z
207	130	2006-11-02T10:08:55Z
207	130	2006-11-02T10:09:23Z
84	130	2006-11-02T13:15:37Z
207	130	2006-11-02T18:14:13Z
56	130	2006-11-02T23:22:03Z
56	130	2006-11-02T23:23:23Z
229	130	2006-11-03T00:34:11Z
56	130	2006-11-03T23:58:56Z
56	130	2006-11-06T12:08:04Z
207	130	2006-11-06T17:57:46Z
207	130	2006-11-06T20:05:27Z
239	130	2006-11-07T20:25:03Z
239	130	2006-11-07T21:10:06Z
56	130	2006-11-09T13:36:38Z
207	130	2006-11-09T16:25:43Z
207	130	2006-11-09T16:48:31Z
56	130	2006-11-10T13:48:32Z
207	130	2006-11-14T00:43:04Z
207	130	2006-11-14T01:01:10Z
56	130	2006-11-16T12:34:11Z
56	130	2006-11-16T13:37:54Z
56	130	2006-11-16T13:39:27Z
56	130	2006-11-16T17:44:31Z
130	130	2006-11-16T18:24:53Z
207	130	2006-11-18T14:19:02Z
207	130	2006-11-18T14:19:22Z
207	130	2006-11-18T14:19:50Z
207	130	2006-11-18T14:20:03Z
207	130	2006-11-18T14:20:41Z
213	130	2006-11-23T22:46:51Z
207	130	2006-11-26T13:40:42Z
84	130	2006-11-27T21:25:33Z
207	130	2006-11-28T22:27:27Z
239	130	2006-11-29T20:39:18Z
207	130	2006-11-29T22:15:38Z
207	130	2006-11-29T22:16:10Z
207	130	2006-11-29T23:53:00Z
207	130	2006-11-30T11:21:26Z
207	130	2006-11-30T11:22:17Z
207	130	2006-12-04T18:51:44Z
207	130	2006-12-06T12:34:47Z
286	130	2006-12-06T21:26:29Z
286	130	2006-12-07T22:45:44Z
239	130	2006-12-11T19:46:12Z
221	130	2006-12-13T12:15:15Z
221	130	2006-12-13T13:01:21Z
207	130	2006-12-13T20:04:54Z
207	130	2006-12-13T20:05:10Z
221	130	2006-12-13T22:05:55Z
207	130	2006-12-14T00:05:39Z
279	130	2006-12-19T20:23:21Z
279	130	2006-12-24T11:08:05Z
207	130	2006-12-24T18:31:45Z
207	130	2006-12-24T18:34:06Z
207	130	2006-12-28T20:38:48Z
207	130	2006-12-29T17:26:10Z
207	130	2006-12-29T17:26:26Z
207	130	2006-12-29T23:11:34Z
207	130	2006-12-29T23:21:13Z
130	130	2006-12-30T08:28:38Z
56	130	2006-12-30T08:58:48Z
279	130	2007-01-01T11:24:49Z
279	130	2007-01-04T19:03:52Z
181	130	2007-01-07T11:12:44Z
312	130	2007-01-11T10:27:09Z
279	130	2007-01-16T10:31:19Z
279	130	2007-01-17T19:51:03Z
213	130	2007-01-21T21:39:23Z
279	130	2007-01-23T08:39:28Z
279	130	2007-01-23T19:26:57Z
279	130	2007-01-23T19:45:55Z
279	130	2007-01-24T09:27:21Z
56	130	2007-01-24T20:35:06Z
207	130	2007-01-24T21:33:21Z
128	130	2007-01-29T21:59:57Z
239	130	2007-01-31T19:45:32Z
279	130	2007-02-11T18:24:17Z
239	130	2007-02-17T17:08:07Z
213	130	2007-02-19T21:32:41Z
213	130	2007-02-19T22:28:20Z
207	130	2007-02-19T22:46:52Z
207	130	2007-02-19T22:47:17Z
207	130	2007-02-19T22:48:06Z
207	130	2007-02-19T23:05:21Z
207	130	2007-02-19T23:05:43Z
207	130	2007-02-19T23:16:49Z
207	130	2007-02-19T23:18:29Z
324	130	2007-02-23T13:57:04Z
128	130	2007-02-26T23:29:02Z
279	130	2007-03-01T18:44:32Z
88	130	2007-03-04T10:07:31Z
128	130	2007-03-06T18:22:29Z
239	130	2007-03-14T20:23:54Z
349	130	2007-03-14T22:44:05Z
349	130	2007-03-14T22:50:18Z
130	130	2007-03-18T20:34:46Z
130	130	2007-03-18T20:38:09Z
130	130	2007-03-18T20:38:33Z
130	130	2007-03-18T20:47:39Z
207	130	2007-03-18T22:01:42Z
207	130	2007-03-18T22:02:28Z
207	130	2007-03-19T09:48:20Z
130	130	2007-03-19T15:10:06Z
130	130	2007-03-19T15:10:23Z
213	130	2007-03-20T14:45:42Z
213	130	2007-03-20T14:46:16Z
213	130	2007-03-20T14:52:05Z
213	130	2007-03-20T15:05:25Z
207	130	2007-03-20T20:44:13Z
207	130	2007-03-20T20:45:52Z
207	130	2007-03-23T10:30:10Z
130	130	2007-03-26T20:32:49Z
207	130	2007-03-26T22:02:17Z
207	130	2007-03-26T22:02:33Z
207	130	2007-03-26T22:03:07Z
263	130	2007-04-02T19:09:12Z
357	130	2007-04-05T13:18:20Z
357	130	2007-04-05T13:19:34Z
357	130	2007-04-05T13:21:33Z
357	130	2007-04-05T13:32:33Z
357	130	2007-04-05T13:32:46Z
357	130	2007-04-05T13:33:22Z
357	130	2007-04-05T14:46:38Z
357	130	2007-04-05T14:47:02Z
128	130	2007-04-05T15:56:29Z
128	130	2007-04-05T15:57:50Z
128	130	2007-04-05T16:10:02Z
128	130	2007-04-05T16:45:25Z
128	130	2007-04-05T16:49:51Z
128	130	2007-04-05T18:26:15Z
207	130	2007-04-06T22:04:11Z
207	130	2007-04-06T22:05:28Z
207	130	2007-04-06T22:07:21Z
357	130	2007-04-07T19:14:26Z
357	130	2007-04-07T19:28:34Z
357	130	2007-04-07T19:44:42Z
357	130	2007-04-07T19:48:57Z
357	130	2007-04-07T20:38:24Z
239	130	2007-04-14T22:05:29Z
357	130	2007-04-15T00:18:20Z
239	130	2007-04-15T17:06:17Z
128	130	2007-04-15T21:36:20Z
128	130	2007-04-16T17:23:59Z
128	130	2007-04-16T17:28:00Z
357	130	2007-04-16T20:38:56Z
128	130	2007-04-16T22:03:41Z
128	130	2007-04-17T09:36:13Z
128	130	2007-04-18T10:39:11Z
128	130	2007-04-18T21:27:12Z
357	130	2007-04-20T21:18:53Z
357	130	2007-04-20T21:20:44Z
128	130	2007-04-24T10:06:46Z
128	130	2007-04-24T10:07:51Z
368	130	2007-04-24T17:46:09Z
128	130	2007-04-25T23:17:59Z
128	130	2007-04-26T12:21:32Z
128	130	2007-04-26T16:53:36Z
128	130	2007-04-26T16:54:22Z
128	130	2007-04-26T16:56:06Z
128	130	2007-04-26T17:00:31Z
128	130	2007-04-26T17:21:57Z
128	130	2007-04-26T17:28:21Z
183	130	2007-04-26T17:31:24Z
183	130	2007-04-27T09:57:44Z
94	130	2007-04-27T18:24:27Z
128	130	2007-05-01T08:59:15Z
128	130	2007-05-04T09:44:05Z
207	130	2007-05-08T16:24:41Z
207	130	2007-05-08T16:24:55Z
207	130	2007-05-12T15:57:59Z
207	130	2007-05-12T16:04:50Z
183	130	2007-05-19T20:33:24Z
183	130	2007-05-19T20:34:02Z
56	130	2007-05-31T11:04:16Z
368	130	2007-05-31T17:17:21Z
56	130	2007-06-06T19:38:27Z
239	130	2007-06-06T21:16:47Z
239	130	2007-06-06T21:36:34Z
239	130	2007-06-06T21:52:48Z
375	130	2007-06-07T04:58:26Z
239	130	2007-06-10T12:31:10Z
239	130	2007-06-10T12:31:51Z
213	130	2007-06-13T20:26:05Z
363	130	2007-06-18T22:59:35Z
128	130	2007-06-27T18:24:25Z
128	130	2007-06-27T19:00:58Z
128	130	2007-06-27T19:09:23Z
128	130	2007-06-27T19:22:12Z
363	130	2007-06-27T21:54:17Z
56	130	2007-07-13T00:16:19Z
56	130	2007-07-13T00:20:40Z
56	130	2007-07-13T00:25:09Z
398	130	2007-07-13T08:24:25Z
183	130	2007-07-13T11:46:46Z
213	130	2007-07-13T12:09:17Z
207	130	2007-07-13T12:41:44Z
